,name,position,department,timestamp
73,Sam Taub,"Director, Youth Basketball & Development","Corporate Partnerships - Sales, Activation and Community Engagement",20191112050320
74,Johnson Tran,Sr. Coordinator Community Engagement,"Corporate Partnerships - Sales, Activation and Community Engagement",20191112050320
75,Michael Wan,CLTX Gaming Operations Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20191112050320
76,Ariann Williams,Manager Community Engagement,"Corporate Partnerships - Sales, Activation and Community Engagement",20191112050320
77,Geno Zicarelli,"Vice President, Corporate Partnerships Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20191112050320
78,Kit Ackerman,Team Mascot,"Marketing, Ticket Sales, and Service",20191112050320
79,Susan Barabino DeLuca,Executive Assistant,"Marketing, Ticket Sales, and Service",20191112050320
80,Michael Benson,Marketing Systems & Data Integration Manager,"Marketing, Ticket Sales, and Service",20191112050320
81,Justin Brown,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
82,Kelly Brown,"Project Manager, Premium and Season Ticket Sales","Marketing, Ticket Sales, and Service",20191112050320
83,Brian Burnard,Sr. Director of Premium and Season Ticket Sales,"Marketing, Ticket Sales, and Service",20191112050320
84,Paul Cacciatore,"VP, Member Experience & Arena Operations","Marketing, Ticket Sales, and Service",20191112050320
85,Nicholas Cacici,Premium Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
86,Matthew Carney,Digital Production Specialist,"Marketing, Ticket Sales, and Service",20191112050320
87,Craig Cassano,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
88,David Cohen,"Director, Member Experience and Retention","Marketing, Ticket Sales, and Service",20191112050320
89,Jonathan Cotton,Digital Post Production Specialist,"Marketing, Ticket Sales, and Service",20191112050320
90,Dave Cowens,Consultant,"Marketing, Ticket Sales, and Service",20191112050320
91,Sam Crocker,Sr. Digital Content Producer,"Marketing, Ticket Sales, and Service",20191112050320
92,Marc D’Amico,Digital Content Director & Analyst,"Marketing, Ticket Sales, and Service",20191112050320
93,Anna Dyakiv,Sr. VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20191112050320
94,Sara Edlemery,Group Sales Account Executive & Event Manager,"Marketing, Ticket Sales, and Service",20191112050320
95,Steven Gadsden,"Sr. Video Producer, Live Events","Marketing, Ticket Sales, and Service",20191112050320
96,Kyle George,Digital Development Coordinator,"Marketing, Ticket Sales, and Service",20191112050320
97,Emily Gervais,Director of Marketing,"Marketing, Ticket Sales, and Service",20191112050320
98,Brittany Glenn,"Director, VIP Member Experience and Retention","Marketing, Ticket Sales, and Service",20191112050320
99,Rich Gotham,Team President and Alternate Governor,"Marketing, Ticket Sales, and Service",20191112050320
100,Matt Griffin,Senior Vice President of Strategic Marketing and Business Operations,"Marketing, Ticket Sales, and Service",20191112050320
101,Leanda Helms,Sr. Designer and Creative Strategist,"Marketing, Ticket Sales, and Service",20191112050320
102,Mackenzie Henderson,Vice President of Ticket Sales,"Marketing, Ticket Sales, and Service",20191112050320
103,Alex Herko,"Sr. Manager, Content Strategy","Marketing, Ticket Sales, and Service",20191112050320
104,Duane Johnson,Director of Ticket Operations,"Marketing, Ticket Sales, and Service",20191112050320
105,Erin Kelly,Member Engagement Manager,"Marketing, Ticket Sales, and Service",20191112050320
106,John Krafic,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
107,Kristen Krebs,"Sr. Coordinator, Digital Marketing & Advertising","Marketing, Ticket Sales, and Service",20191112050320
108,Chrissy Leach,Sr. Group Sales Manager,"Marketing, Ticket Sales, and Service",20191112050320
109,Carley Lenahan,"Sr. Manager, Live Events","Marketing, Ticket Sales, and Service",20191112050320
110,Alex Manta,Business Operations Manager,"Marketing, Ticket Sales, and Service",20191112050320
111,Tyler Marcotte,Member Experience Executive,"Marketing, Ticket Sales, and Service",20191112050320
112,Tyler Massey,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
113,Robyn Neal,Digital Marketing Coordinator,"Marketing, Ticket Sales, and Service",20191112050320
114,Andrew Nguyen,Business Intelligence Analyst,"Marketing, Ticket Sales, and Service",20191112050320
115,Eileen O’Malley,Sr. Strategic Marketing Coordinator,"Marketing, Ticket Sales, and Service",20191112050320
116,Marina Ortega,Dance Team Director,"Marketing, Ticket Sales, and Service",20191112050320
117,Sara Page,Sr. Member Experience Executive,"Marketing, Ticket Sales, and Service",20191112050320
118,Justin Peterson,"Director, Digital Content Production","Marketing, Ticket Sales, and Service",20191112050320
119,McKenzie Pezze,Member Experience Executive,"Marketing, Ticket Sales, and Service",20191112050320
120,Amanda Pflugrad,Team Reporter,"Marketing, Ticket Sales, and Service",20191112050320
121,Tiffany Philyaw,Member Experience Executive,"Marketing, Ticket Sales, and Service",20191112050320
122,John Picard,Senior Videographer,"Marketing, Ticket Sales, and Service",20191112050320
123,Katie Punda,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
124,Bill Ramos,Director of Digital Development & Innovation,"Marketing, Ticket Sales, and Service",20191112050320
125,Jonathan Robinson,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
126,Marc Rogers,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
127,Colleen Rossetti,Sr. VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20191112050320
128,Tim Schmidt,Ticket Operations Coordinator,"Marketing, Ticket Sales, and Service",20191112050320
129,Lauren Scurini,"Manager, Member Experience Executive","Marketing, Ticket Sales, and Service",20191112050320
130,Andrew Sherwin,"Director, Business Intelligence & Operations","Marketing, Ticket Sales, and Service",20191112050320
131,Keith Sliney,Creative Director,"Marketing, Ticket Sales, and Service",20191112050320
132,Taylor Snow,Staff Writer,"Marketing, Ticket Sales, and Service",20191112050320
133,Zachary Soulier,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20191112050320
134,Sean Sullivan,Vice President of Live Events,"Marketing, Ticket Sales, and Service",20191112050320
135,Shawn Sullivan,Chief Marketing Officer & Executive Vice President,"Marketing, Ticket Sales, and Service",20191112050320
136,Matt Tardiff,"Manager, CRM & Business Intelligence","Marketing, Ticket Sales, and Service",20191112050320
137,Tyler Wade,Member Experience Executive,"Marketing, Ticket Sales, and Service",20191112050320
138,Kara Walker,"Vice President, Marketing & Content Strategy","Marketing, Ticket Sales, and Service",20191112050320
139,Jake Wendling,Sr. Director of Game Presentation & Events,"Marketing, Ticket Sales, and Service",20191112050320
140,Jack Wu,Graphic Designer,"Marketing, Ticket Sales, and Service",20191112050320
141,Brandon Chinn,Assistant Communications Manager,Media Relations,20191112050320
142,Christian Megliola,Sr. Vice President of Communications,Media Relations,20191112050320
143,Brian Olive,Media Services Manager,Media Relations,20191112050320
144,Jeff Twiss,Vice President of Media Services/Alumni Relations,Media Relations,20191112050320
145,Heather Walker,Vice President of Public Relations,Media Relations,20191112050320
146,Rob Billings,Risk Manager,Finance / Administration,20191112050320
147,Jamie Casselberry,"Senior Accountant, Business Operations",Finance / Administration,20191112050320
148,Noah Cole,Staff Accountant,Finance / Administration,20191112050320
149,Wendy Cooper,Executive Assistant,Finance / Administration,20191112050320
150,Janet Hayes,HR Specialist,Finance / Administration,20191112050320
151,Patrick Lynch,Vice President & Controller,Finance / Administration,20191112050320
152,Jim Mayall,Director of Corporate Security,Finance / Administration,20191112050320
153,Barbara Reed,Vice President of Human Resources,Finance / Administration,20191112050320
154,Bill Reissfelder,Executive Vice President and Chief Financial Officer,Finance / Administration,20191112050320
155,Alice Zottoli,Manager of Financial Planning & Analysis,Finance / Administration,20191112050320
156,Tiffany Brathwaite,Receptionist & Assistant Office Manager,Operations,20191112050320
157,Rick Coombs,Manager of Technology Programs and Services,Operations,20191112050320
158,Peter Fayette,Director of Operations,Operations,20191112050320
159,Tim Knecht,Technology Coordinator,Operations,20191112050320
160,Will Lynner,"Senior Accountant, Basketball Operations",Operations,20191112050320
161,Jason McKenna,Director of Facilities and Engineering,Operations,20191112050320
162,James Parker,General Counsel,Operations,20191112050320
163,Sarah Herlihy,Associate Counsel,Operations,20191112050320
164,Jay Wessland,Vice President and Chief Technology Officer,Operations,20191112050320
165,Clancy Wolf,Operations Coordinator & Office Manager,Operations,20191112050320
0,Wyc Grousbeck,"Managing Partner, Governor & Chief Executive Officer",Managing Partners,20200815102021
1,Robert Epstein,"The Abbey Group, Managing Partner and Alternate Governor",Managing Partners,20200815102021
2,H. Irving Grousbeck,Managing Partner and Alternate Governor,Managing Partners,20200815102021
3,Steve Pagliuca,Managing Partner and Alternate Governor,Managing Partners,20200815102021
4,Austin Ainge,Assistant General Manager,Basketball Operations,20200815102021
5,Danny Ainge,President of Basketball Operations,Basketball Operations,20200815102021
6,Jerome Allen,Assistant Coach,Basketball Operations,20200815102021
7,Brandon Bailey,Assistant Coach,Basketball Operations,20200815102021
8,Trent Barter,Facilities Engineer,Basketball Operations,20200815102021
9,Evan Bradds,Assistant Video Coordinator,Basketball Operations,20200815102021
10,Frank Burke,Director of Basketball Administration,Basketball Operations,20200815102021
11,Drew Cannon,Basketball Operations Analyst,Basketball Operations,20200815102021
12,Remy Cofield,"College Scout, General Manager, Maine Red Claws",Basketball Operations,20200815102021
13,Phil Coles,Executive Director of Performance,Basketball Operations,20200815102021
14,Jace Delaney,Director of Sports Science and Athletic Development,Basketball Operations,20200815102021
15,Tony Dobbins,Video Coordinator,Basketball Operations,20200815102021
16,Jake Eastman,Basketball Operations Assistant,Basketball Operations,20200815102021
17,Allison Feaster,"Vice President, Player Development and Organizational Growth",Basketball Operations,20200815102021
18,Shane Fenske,Basketball Operations Technology Developer,Basketball Operations,20200815102021
19,Kenny Graves,Coaching Associate/Director of Player Development,Basketball Operations,20200815102021
20,Jay Larranaga,Assistant Coach,Basketball Operations,20200815102021
21,Armand Lavallee,Strength Coach,Basketball Operations,20200815102021
22,Adam Lewin,College Scouting Manager,Basketball Operations,20200815102021
23,Dave Lewin,Director or Player Personnel,Basketball Operations,20200815102021
24,Kathleen Lynch,Team Services Manager,Basketball Operations,20200815102021
25,Benas Matkevicius,International Scout,Basketball Operations,20200815102021
26,Joe Mazzulla,Assistant Coach,Basketball Operations,20200815102021
27,Aidan Monheim,Practice Facility Receptionist & Assistant Facility Manager,Basketball Operations,20200815102021
28,Scott Morrison,Assistant Coach,Basketball Operations,20200815102021
29,Matt Reynolds,Video Assistant,Basketball Operations,20200815102021
30,David Sparks,Director of Basketball Analytics,Basketball Operations,20200815102021
31,Brad Stevens,Head Coach,Basketball Operations,20200815102021
32,Ty Yeaton,Head Strength and Conditioning Coach,Basketball Operations,20200815102021
33,Jamie Young,Assistant Coach,Basketball Operations,20200815102021
34,Mike Zarren,Vice President of Basketball Operations & Team Counsel,Basketball Operations,20200815102021
35,Pete Chrisafideis,Home Equipment Personnel,Team Services,20200815102021
36,John Connor,Team Travel & Equipment Manager,Team Services,20200815102021
37,Phil Lynch,Director of Team Security,Team Services,20200815102021
38,Andrew Mannix,Basketball Facilities Manager & Assistant Equipment Manager,Team Services,20200815102021
39,Francis O’Bryant,Operations Liaison,Team Services,20200815102021
40,Nick Arcuri,Director of Team Nutrition / Team Chef,Performance Staff,20200815102021
41,Steven Bekerian,Culinary Nutrition Assistant,Performance Staff,20200815102021
42,Art Horne,Director of Performance,Performance Staff,20200815102021
43,Steve Mount,Rehabilitation Manager,Performance Staff,20200815102021
44,Guy Napolitana,Team Physician,Performance Staff,20200815102021
45,Tony Schena,Head Team Physician,Performance Staff,20200815102021
46,Chris Baker,"Sr. Director, Corporate Partnerships Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
47,Lukas Buiso,Corporate Partnerships Activation Specialist,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
48,Tessa Caffrey,"Vice President, Corporate Events & Hospitality","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
49,Kash Cannon,"Senior Coordinator, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
50,Jacob Cruz,"Sr. Manager, Corporate Partnerships","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
51,Ted Dalton,Sr. Vice President of Corporate Partnerships & Business Development,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
52,Logan Dickinson,"Senior Coordinator, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
53,Imogen Fairs,"Associate Social Manager, CLTX Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
54,Nicole Federico,"Vice President, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
55,Jim Ferris,"Managing Director, CLTX Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
56,Claire Fox,"Sr. Manager, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
57,Leanda Helms,Sr. Designer and Creative Strategist,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
58,Dave Hoffman,"Vice President, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
59,Jim Kallinich,Corporate Partnerships Activation Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
60,Kara Keena,Corporate Partnerships Relationship Director,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
61,Alison Langevin,Corporate Partnerships Sr. Relationship Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
62,Bil Marzouki,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
63,Max McGonigle,"Manager, Strategy & Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
64,Ricco Phinisee,"Coach, CLTX Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
65,Leon Powe,Community Ambassador,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
66,Darrus Sands,"Manager, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
67,Siobhan Sherbovich,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
68,Richie Smith,Director of Analytics & Strategy,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
69,Sam Taub,"Director, Youth Basketball & Development","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
70,Johnson Tran,Sr. Coordinator Community Engagement,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
71,Michael Wan,CLTX Gaming Operations Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
72,Ariann Williams,Manager Community Engagement,"Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
73,Geno Zicarelli,"Vice President, Corporate Partnerships Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20200815102021
74,Kit Ackerman,Team Mascot,"Marketing, Ticket Sales, and Service",20200815102021
75,Susan Barabino DeLuca,Executive Assistant,"Marketing, Ticket Sales, and Service",20200815102021
76,Michael Benson,Marketing Systems & Data Integration Manager,"Marketing, Ticket Sales, and Service",20200815102021
77,Justin Brown,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
78,Kelly Brown,"Project Manager, Premium and Season Ticket Sales","Marketing, Ticket Sales, and Service",20200815102021
79,Brian Burnard,Sr. Director of Premium and Season Ticket Sales,"Marketing, Ticket Sales, and Service",20200815102021
80,Paul Cacciatore,"VP, Member Experience & Arena Operations","Marketing, Ticket Sales, and Service",20200815102021
81,Nicholas Cacici,Premium Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
82,Matthew Carney,Digital Production Specialist,"Marketing, Ticket Sales, and Service",20200815102021
83,Craig Cassano,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
84,David Cohen,"Director, Member Experience and Retention","Marketing, Ticket Sales, and Service",20200815102021
85,Jonathan Cotton,Digital Post Production Specialist,"Marketing, Ticket Sales, and Service",20200815102021
86,Dave Cowens,Consultant,"Marketing, Ticket Sales, and Service",20200815102021
87,Sam Crocker,Sr. Digital Content Producer,"Marketing, Ticket Sales, and Service",20200815102021
88,Marc D’Amico,Digital Content Director & Analyst,"Marketing, Ticket Sales, and Service",20200815102021
89,Anna Dyakiv,Sr. VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20200815102021
90,Sara Edlemery,Group Sales Account Executive & Event Manager,"Marketing, Ticket Sales, and Service",20200815102021
91,Steven Gadsden,"Sr. Video Producer, Live Events","Marketing, Ticket Sales, and Service",20200815102021
92,Kyle George,Digital Development Coordinator,"Marketing, Ticket Sales, and Service",20200815102021
93,Emily Gervais,Director of Marketing,"Marketing, Ticket Sales, and Service",20200815102021
94,Brittany Glenn,"Director, VIP Member Experience and Retention","Marketing, Ticket Sales, and Service",20200815102021
95,Rich Gotham,Team President and Alternate Governor,"Marketing, Ticket Sales, and Service",20200815102021
96,Matt Griffin,Senior Vice President of Strategic Marketing and Business Operations,"Marketing, Ticket Sales, and Service",20200815102021
97,Mackenzie Henderson,Vice President of Ticket Sales,"Marketing, Ticket Sales, and Service",20200815102021
98,Alex Herko,"Sr. Manager, Content Strategy","Marketing, Ticket Sales, and Service",20200815102021
99,Duane Johnson,Director of Ticket Operations,"Marketing, Ticket Sales, and Service",20200815102021
100,Erin Kelly,Member Engagement Manager,"Marketing, Ticket Sales, and Service",20200815102021
101,John Krafick,Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
102,Kristen Krebs,"Sr. Coordinator, Digital Marketing & Advertising","Marketing, Ticket Sales, and Service",20200815102021
103,Chrissy Leach,Sr. Group Sales Manager,"Marketing, Ticket Sales, and Service",20200815102021
104,Carley Lenahan,"Sr. Manager, Live Events","Marketing, Ticket Sales, and Service",20200815102021
105,Alex Manta,Business Operations Manager,"Marketing, Ticket Sales, and Service",20200815102021
106,Tyler Marcotte,Member Experience Executive,"Marketing, Ticket Sales, and Service",20200815102021
107,Tyler Massey,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
108,Robyn Neal,Digital Marketing Coordinator,"Marketing, Ticket Sales, and Service",20200815102021
109,Andrew Nguyen,Business Intelligence Analyst,"Marketing, Ticket Sales, and Service",20200815102021
110,Eileen O’Malley,Sr. Strategic Marketing Coordinator,"Marketing, Ticket Sales, and Service",20200815102021
111,Marina Ortega,Dance Team Director,"Marketing, Ticket Sales, and Service",20200815102021
112,Sara Page,Sr. Member Experience Executive,"Marketing, Ticket Sales, and Service",20200815102021
113,Justin Peterson,"Director, Digital Content Production","Marketing, Ticket Sales, and Service",20200815102021
114,McKenzie Pezze,Member Experience Executive,"Marketing, Ticket Sales, and Service",20200815102021
115,Amanda Pflugrad,Team Reporter,"Marketing, Ticket Sales, and Service",20200815102021
116,Tiffany Philyaw,Member Experience Executive,"Marketing, Ticket Sales, and Service",20200815102021
117,John Picard,Senior Videographer,"Marketing, Ticket Sales, and Service",20200815102021
118,Katie Punda,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
119,Bill Ramos,Director of Digital Development & Innovation,"Marketing, Ticket Sales, and Service",20200815102021
120,Jonathan Robinson,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
121,Marc Rogers,Sr. Group Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
122,Colleen Rossetti,Sr. VIP Member Experience Executive,"Marketing, Ticket Sales, and Service",20200815102021
123,Tim Schmidt,Ticket Operations Coordinator,"Marketing, Ticket Sales, and Service",20200815102021
124,Lauren Scurini,"Manager, Member Experience Executive","Marketing, Ticket Sales, and Service",20200815102021
125,Andrew Sherwin,"Director, Business Intelligence & Operations","Marketing, Ticket Sales, and Service",20200815102021
126,Keith Sliney,Creative Director,"Marketing, Ticket Sales, and Service",20200815102021
127,Taylor Snow,Staff Writer,"Marketing, Ticket Sales, and Service",20200815102021
128,Zachary Soulier,Sr. Ticket Sales Account Executive,"Marketing, Ticket Sales, and Service",20200815102021
129,Shawn Sullivan,Chief Marketing Officer & Executive Vice President,"Marketing, Ticket Sales, and Service",20200815102021
130,Matt Tardiff,"Manager, CRM & Business Intelligence","Marketing, Ticket Sales, and Service",20200815102021
131,Tyler Wade,Member Experience Executive,"Marketing, Ticket Sales, and Service",20200815102021
132,Kara Walker,"Vice President, Marketing & Content Strategy","Marketing, Ticket Sales, and Service",20200815102021
133,Jake Wendling,Sr. Director of Game Presentation & Events,"Marketing, Ticket Sales, and Service",20200815102021
134,Jack Wu,Graphic Designer,"Marketing, Ticket Sales, and Service",20200815102021
135,Brandon Chinn,Assistant Communications Manager,Media Relations,20200815102021
136,Christian Megliola,Sr. Vice President of Communications,Media Relations,20200815102021
137,Brian Olive,Media Services Manager,Media Relations,20200815102021
138,Jeff Twiss,Vice President of Media Services/Alumni Relations,Media Relations,20200815102021
139,Heather Walker,Vice President of Public Relations,Media Relations,20200815102021
140,Rob Billings,Risk Manager,Finance / Administration,20200815102021
141,Noah Cole,Staff Accountant,Finance / Administration,20200815102021
142,Wendy Cooper,Executive Assistant,Finance / Administration,20200815102021
143,Janet Hayes,HR Specialist,Finance / Administration,20200815102021
144,Patrick Lynch,Vice President & Controller,Finance / Administration,20200815102021
145,Jim Mayall,Director of Corporate Security,Finance / Administration,20200815102021
146,Barbara Reed,Vice President of Human Resources,Finance / Administration,20200815102021
147,Bill Reissfelder,Executive Vice President and Chief Financial Officer,Finance / Administration,20200815102021
148,Alice Zottoli,Manager of Financial Planning & Analysis,Finance / Administration,20200815102021
149,Tiffany Brathwaite,Receptionist & Assistant Office Manager,Operations,20200815102021
150,Peter Fayette,Director of Operations,Operations,20200815102021
151,Tim Knecht,Technology Coordinator,Operations,20200815102021
152,Will Lynner,"Senior Accountant, Basketball Operations",Operations,20200815102021
153,Jason McKenna,Director of Facilities and Engineering,Operations,20200815102021
154,James Parker,General Counsel,Operations,20200815102021
155,Sarah Herlihy,Associate Counsel,Operations,20200815102021
156,Jay Wessland,Vice President and Chief Technology Officer,Operations,20200815102021
157,Clancy Wolf,Operations Coordinator & Office Manager,Operations,20200815102021
0,Wyc Grousbeck,"Managing Partner, Governor & Chief Executive Officer",Managing Partners,20201031225849
1,Robert Epstein,"The Abbey Group, Managing Partner and Alternate Governor",Managing Partners,20201031225849
2,H. Irving Grousbeck,Managing Partner and Alternate Governor,Managing Partners,20201031225849
3,Steve Pagliuca,Managing Partner and Alternate Governor,Managing Partners,20201031225849
4,Austin Ainge,Assistant General Manager,Basketball Operations,20201031225849
5,Danny Ainge,President of Basketball Operations,Basketball Operations,20201031225849
6,Jerome Allen,Assistant Coach,Basketball Operations,20201031225849
7,Brandon Bailey,Assistant Coach,Basketball Operations,20201031225849
8,Trent Barter,Facilities Engineer,Basketball Operations,20201031225849
9,Evan Bradds,Assistant Video Coordinator,Basketball Operations,20201031225849
10,Frank Burke,Director of Basketball Administration,Basketball Operations,20201031225849
11,Drew Cannon,Basketball Operations Analyst,Basketball Operations,20201031225849
12,Remy Cofield,"College Scout, General Manager, Maine Red Claws",Basketball Operations,20201031225849
13,Phil Coles,Executive Director of Performance,Basketball Operations,20201031225849
14,Jace Delaney,Director of Sports Science and Athletic Development,Basketball Operations,20201031225849
15,Tony Dobbins,Video Coordinator,Basketball Operations,20201031225849
16,Jake Eastman,Basketball Operations Assistant,Basketball Operations,20201031225849
17,Allison Feaster,"Vice President, Player Development and Organizational Growth",Basketball Operations,20201031225849
18,Shane Fenske,Basketball Operations Technology Developer,Basketball Operations,20201031225849
19,Kenny Graves,Coaching Associate/Director of Player Development,Basketball Operations,20201031225849
20,Jay Larranaga,Assistant Coach,Basketball Operations,20201031225849
21,Armand Lavallee,Strength Coach,Basketball Operations,20201031225849
22,Adam Lewin,College Scouting Manager,Basketball Operations,20201031225849
23,Dave Lewin,Director or Player Personnel,Basketball Operations,20201031225849
24,Kathleen Lynch,Team Services Manager,Basketball Operations,20201031225849
25,Benas Matkevicius,International Scout,Basketball Operations,20201031225849
26,Joe Mazzulla,Assistant Coach,Basketball Operations,20201031225849
27,Aidan Monheim,Practice Facility Receptionist & Assistant Facility Manager,Basketball Operations,20201031225849
28,Scott Morrison,Assistant Coach,Basketball Operations,20201031225849
29,Matt Reynolds,Video Assistant,Basketball Operations,20201031225849
30,David Sparks,Director of Basketball Analytics,Basketball Operations,20201031225849
31,Brad Stevens,Head Coach,Basketball Operations,20201031225849
32,Ty Yeaton,Head Strength and Conditioning Coach,Basketball Operations,20201031225849
33,Jamie Young,Assistant Coach,Basketball Operations,20201031225849
34,Mike Zarren,Vice President of Basketball Operations & Team Counsel,Basketball Operations,20201031225849
35,Pete Chrisafideis,Home Equipment Personnel,Team Services,20201031225849
36,John Connor,Team Travel & Equipment Manager,Team Services,20201031225849
37,Phil Lynch,Director of Team Security,Team Services,20201031225849
38,Andrew Mannix,Basketball Facilities Manager & Assistant Equipment Manager,Team Services,20201031225849
39,Francis O’Bryant,Operations Liaison,Team Services,20201031225849
40,Nick Arcuri,Director of Team Nutrition / Team Chef,Performance Staff,20201031225849
41,Steven Bekerian,Culinary Nutrition Assistant,Performance Staff,20201031225849
42,Art Horne,Director of Performance,Performance Staff,20201031225849
43,Steve Mount,Rehabilitation Manager,Performance Staff,20201031225849
44,Guy Napolitana,Team Physician,Performance Staff,20201031225849
45,Tony Schena,Head Team Physician,Performance Staff,20201031225849
46,Chris Baker,"Sr. Director, Corporate Partnerships Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
47,Lukas Buiso,Corporate Partnerships Activation Specialist,"Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
48,Tessa Caffrey,"Vice President, Corporate Events & Hospitality","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
49,Kash Cannon,"Senior Coordinator, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
50,Jacob Cruz,"Sr. Manager, Corporate Partnerships","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
51,Ted Dalton,Sr. Vice President of Corporate Partnerships & Business Development,"Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
52,Logan Dickinson,"Senior Coordinator, Corporate Partnerships Activation","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
53,Imogen Fairs,"Associate Social Manager, CLTX Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
54,Nicole Federico,"Vice President, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
55,Jim Ferris,"Managing Director, CLTX Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
56,Claire Fox,"Sr. Manager, Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
57,Leanda Helms,Sr. Designer and Creative Strategist,"Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
58,Dave Hoffman,"Vice President, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
59,Jim Kallinich,Corporate Partnerships Activation Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
60,Kara Keena,Corporate Partnerships Relationship Director,"Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
61,Alison Langevin,Corporate Partnerships Sr. Relationship Manager,"Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
62,Bil Marzouki,"Director, Corporate Partnership Sales","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
63,Max McGonigle,"Manager, Strategy & Business Development","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
64,Ricco Phinisee,"Coach, CLTX Gaming","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
65,Leon Powe,Community Ambassador,"Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
66,Darrus Sands,"Manager, Community Engagement","Corporate Partnerships - Sales, Activation and Community Engagement",20201031225849
