name,position,department,timestamp,date
Jeff Gewirtz,"Executive Vice President, Business Affairs and Chief Legal & Compliance Officer",EXECUTIVE MANAGEMENT,20190306050332,2019-03-06
Eu-Gene Sung,Chief Financial Officer,EXECUTIVE MANAGEMENT,20190306050332,2019-03-06
Michael Zavodsky,Chief Revenue Officer,EXECUTIVE MANAGEMENT,20190306050332,2019-03-06
Joshua Pruss,"Senior Vice President, Global Partnerships",FRONT OFFICE,20190306050332,2019-03-06
Bryan Calka,"Senior Vice President, Global Partnership Sales",FRONT OFFICE,20190306050332,2019-03-06
John Baier,"Senior Vice President, Ticket Sales and Service",FRONT OFFICE,20190306050332,2019-03-06
Paul Kavanaugh,"Senior Vice President, Ticket Operations",FRONT OFFICE,20190306050332,2019-03-06
Dan Lefton,"Senior Vice President, Tickets – Strategy and Operations",FRONT OFFICE,20190306050332,2019-03-06
Jeff Gamble,"Vice President, Creative & Content Management",FRONT OFFICE,20190306050332,2019-03-06
Mandy Gutmann,"Vice President, Communications",FRONT OFFICE,20190306050332,2019-03-06
Josue Napa,"Vice President, Controller",FRONT OFFICE,20190306050332,2019-03-06
Kari Cohen,Vice President & Deputy General Counsel,FRONT OFFICE,20190306050332,2019-03-06
Robert Saliers,"Vice President, Event Finance & Development",FRONT OFFICE,20190306050332,2019-03-06
Peter Kirschenbaum,"Vice President, Financial Planning & Analysis",FRONT OFFICE,20190306050332,2019-03-06
Michael White,"Vice President, Financial Planning & Analysis",FRONT OFFICE,20190306050332,2019-03-06
Paul Kamras,"Vice President, Game Presentation",FRONT OFFICE,20190306050332,2019-03-06
Kellen Benjamin,"Vice President, Global Partnerships",FRONT OFFICE,20190306050332,2019-03-06
Christopher Lombardo,"Vice President, Global Partnerships",FRONT OFFICE,20190306050332,2019-03-06
Dan Gaiman,"Vice President, Global Partnership Sales",FRONT OFFICE,20190306050332,2019-03-06
Chris Insolera,"Vice President, Global Partnership Sales",FRONT OFFICE,20190306050332,2019-03-06
Kirk King,"Vice President, Group Sales",FRONT OFFICE,20190306050332,2019-03-06
Savan Hacknorath,"Vice President, Human Resources",FRONT OFFICE,20190306050332,2019-03-06
Randy Lewis,"Vice President, Marketing Technology",FRONT OFFICE,20190306050332,2019-03-06
Ashley Kahler,"Vice President, Partnership Marketing & Brand Strategy",FRONT OFFICE,20190306050332,2019-03-06
Howard Seif,"Vice President, Partnership Marketing",FRONT OFFICE,20190306050332,2019-03-06
Ross Grill,"Vice President, Premium Partnerships",FRONT OFFICE,20190306050332,2019-03-06
Nick Vaerewyck,"Vice President, Programming",FRONT OFFICE,20190306050332,2019-03-06
Mark FIne,"Vice President, Team Marketing",FRONT OFFICE,20190306050332,2019-03-06
Victor Pereira,"Senior Director, Information Technology",FRONT OFFICE,20190306050332,2019-03-06
"Riley J. Williams III, MD",Medical Director & Head Team Physician,MEDICAL STAFF,20190306050332,2019-03-06
"Michael Farber, MD",Team Physician/Internal Medicine,MEDICAL STAFF,20190306050332,2019-03-06
"Martin O'Malley, MD",Team Physician/Orthopedics,MEDICAL STAFF,20190306050332,2019-03-06
